date,Close,High,Low,Open,Volume,ticker,close_next,ret_next,ret,ret_lag_1,ret_lag_2,ret_lag_3,ret_lag_5,ret_lag_10,ret_lag_20,ret_roll_5_mean,ret_roll_20_std
2008-02-01,4.015191555023193,4.100448250625033,3.968059684906528,4.089941367927902,1010744000.0,AAPL,3.952149391174317,-0.015825475522859064,-0.011965347227853584,0.02377314894926763,0.004853965037277863,0.011699518182019197,-0.04209768771065092,0.007798935469776502,0.0004617205435555327,0.005672256988142221,0.03894423199383849
2008-02-04,3.952149391174317,4.079734224344813,3.9452442041719,4.0290002586847296,899234000.0,AAPL,3.883402109146118,-0.0175479788851707,-0.015825475522859067,-0.011965347227853584,0.02377314894926763,0.004853965037277863,0.0,0.0029177148697281385,-0.079406069154349,0.0025071618835704077,0.03624063226107805
2008-02-05,3.883402109146118,4.022695429048262,3.869592539718882,3.915523566842413,1141042000.0,AAPL,3.662454128265381,-0.058578152137447825,-0.01754797888517068,-0.015825475522859067,-0.011965347227853584,0.02377314894926763,0.011699518182019197,-0.03609207463599451,-0.013475493243143566,-0.0033423375298675673,0.03623918650646741
2008-02-06,3.662454128265381,3.960254075501819,3.655549744515495,3.927531801651787,1573272400.0,AAPL,3.6396384239196777,-0.006249106932361446,-0.05857815213744777,-0.01754797888517068,-0.015825475522859067,-0.011965347227853584,0.004853965037277863,-0.11256862008908963,-0.036634405432608874,-0.016028760964812695,0.03722023398614152
2008-02-07,3.6396384239196777,3.7459100518832247,3.520458252765172,3.601513210346927,2083331600.0,AAPL,3.766925811767578,0.03437489164122365,-0.006249106932361359,-0.05857815213744777,-0.01754797888517068,-0.015825475522859067,0.02377314894926763,-0.025268389126979596,0.046493070579268325,-0.022033212141138493,0.034237117009715115
2008-02-08,3.766925811767578,3.773529989763549,3.650447062306207,3.664857052432512,1355972800.0,AAPL,3.886103868484497,0.03114784522474376,0.03437489164122365,-0.006249106932361359,-0.05857815213744777,-0.01754797888517068,-0.011965347227853584,-0.04209768771065092,-0.0077220206989569995,-0.012765164367323046,0.0362406932043408
2008-02-11,3.886103868484497,3.902014895307562,3.8185590605588864,3.8428755120615614,1201432400.0,AAPL,3.74831223487854,-0.03610141152161197,0.031147845224743564,0.03437489164122365,-0.006249106932361359,-0.05857815213744777,-0.015825475522859067,0.0,-0.03039769804507375,-0.003370500217802519,0.037671497418565264
2008-02-12,3.74831223487854,3.932635162697741,3.7110868385282174,3.923629322260644,1225980000.0,AAPL,3.8846025466918954,0.03571500603128248,-0.03610141152161184,0.031147845224743564,0.03437489164122365,-0.006249106932361359,-0.01754797888517068,0.011699518182019197,0.03465822823370268,-0.007081186745090751,0.036111049095427165
2008-02-13,3.8846025466918954,3.896010048723386,3.7714265470388098,3.8029475822189744,968534000.0,AAPL,3.8263652324676514,-0.015105346884922738,0.035715006031282304,-0.03610141152161184,0.031147845224743564,0.03437489164122365,-0.05857815213744777,0.004853965037277863,-0.056020737956242295,0.011777444888655264,0.03683933015608206
2008-02-14,3.8263652324676514,3.9266327381806496,3.8128554665666425,3.884604403971666,954097200.0,AAPL,3.741406202316284,-0.02245379643332458,-0.01510534688492271,0.035715006031282304,-0.03610141152161184,0.031147845224743564,-0.006249106932361359,0.02377314894926763,-0.057213948965295414,0.010006196898142994,0.035375373351930035
2008-02-15,3.741406202316284,3.8149555605012377,3.724295147606643,3.790639914463078,901300400.0,AAPL,3.6678566932678223,-0.019854046500252825,-0.022453796433324458,-0.01510534688492271,0.035715006031282304,-0.03610141152161184,0.03437489164122365,-0.011965347227853584,0.007798935469776502,-0.0013595407167666274,0.03516387708868631
2008-02-19,3.6678566932678223,3.805048925621788,3.645642105800072,3.78223352142096,1005046000.0,AAPL,3.717090368270874,0.013333718988258981,-0.01985404650025302,-0.022453796433324458,-0.01510534688492271,0.035715006031282304,0.031147845224743564,-0.015825475522859067,0.0029177148697281385,-0.011559919061765945,0.03499750653436775
2008-02-20,3.717090368270874,3.740505789918924,3.652847060704724,3.668457876219074,967439200.0,AAPL,3.648643493652344,-0.018585750229720033,0.013333718988258969,-0.01985404650025302,-0.022453796433324458,-0.01510534688492271,-0.03610141152161184,-0.01754797888517068,-0.03609207463599451,-0.001672892959791783,0.03509343371370992
2008-02-21,3.648643493652344,3.796643200789689,3.6282305563881656,3.784034868257747,938114800.0,AAPL,3.5862038135528564,-0.017261243470215386,-0.018585750229719977,0.013333718988258969,-0.01985404650025302,-0.022453796433324458,0.035715006031282304,-0.05857815213744777,-0.11256862008908963,-0.01253304421199224,0.025936237697764885
2008-02-22,3.5862038135528564,3.6777648693922056,3.4784311212349106,3.676864646000337,1529878000.0,AAPL,3.59460973739624,0.002341218755607921,-0.017261243470215515,-0.018585750229719977,0.013333718988258969,-0.01985404650025302,-0.01510534688492271,-0.006249106932361359,-0.025268389126979596,-0.0129642235290508,0.02569580879503895
2008-02-25,3.59460973739624,3.607518283855944,3.502147654022034,3.5600858086467344,1256774400.0,AAPL,3.576897382736206,-0.0049396564428473965,0.002341218755607999,-0.017261243470215515,-0.018585750229719977,0.013333718988258969,-0.022453796433324458,0.03437489164122365,-0.04209768771065092,-0.00800522049126431,0.02432553825397528
2008-02-26,3.576897382736206,3.635136953125824,3.465522982146381,3.531567562406319,1504888000.0,AAPL,3.69127368927002,0.031475799952851456,-0.00493965644284744,0.002341218755607999,-0.017261243470215515,-0.018585750229719977,-0.01985404650025302,0.031147845224743564,0.0,-0.005022342479783193,0.024306634351784703
2008-02-27,3.69127368927002,3.693975160671779,3.545075588209344,3.549278099729737,1475138000.0,AAPL,3.899913311004639,0.05498275320326338,0.031475799952851435,-0.00493965644284744,0.002341218755607999,-0.017261243470215515,0.013333718988258969,-0.03610141152161184,0.011699518182019197,-0.0013939262868646995,0.02537324921319667
2008-02-28,3.899913311004639,3.968659342634691,3.775629999485576,3.8185585428469055,1618254400.0,AAPL,3.753115177154541,-0.03836811590266024,0.0549827532032634,0.031475799952851435,-0.00493965644284744,0.002341218755607999,-0.018585750229719977,0.035715006031282304,0.004853965037277863,0.013319774399731976,0.028510624452246572
2008-02-29,3.753115177154541,3.908919143241188,3.746510600213301,3.881300804928706,1255480800.0,AAPL,3.654348134994507,-0.02666848058138334,-0.038368115902660316,0.0549827532032634,0.031475799952851435,-0.00493965644284744,-0.017261243470215515,-0.01510534688492271,0.02377314894926763,0.009098399913243016,0.029064795506557953
2008-03-03,3.654348134994507,3.78193412735363,3.5423733591081525,3.735702897980986,1593043200.0,AAPL,3.7411067485809326,0.02346376127361686,-0.02666848058138327,-0.038368115902660316,0.0549827532032634,0.031475799952851435,0.002341218755607999,-0.022453796433324458,-0.011965347227853584,0.003296460045844762,0.02946083606389029
2008-03-04,3.7411067485809326,3.748912157470351,3.614422164639348,3.6621540396430983,1785383600.0,AAPL,3.737204790115357,-0.0010435400556609619,0.023463761273616823,-0.02666848058138327,-0.038368115902660316,0.0549827532032634,-0.00493965644284744,-0.01985404650025302,-0.015825475522859067,0.008977143589137615,0.029985762257152295
2008-03-05,3.737204790115357,3.756718316233975,3.6699597802771566,3.7098862543611664,1221836000.0,AAPL,3.630333662033081,-0.029013387706923997,-0.0010435400556609853,0.023463761273616823,-0.02666848058138327,-0.038368115902660316,0.031475799952851435,0.013333718988258969,-0.01754797888517068,0.002473275587435131,0.029783325979745093
2008-03-06,3.630333662033081,3.827565155575054,3.626730764342769,3.740807026477913,1473698800.0,AAPL,3.669959306716919,0.01085601194895672,-0.029013387706924076,-0.0010435400556609853,0.023463761273616823,-0.02666848058138327,0.0549827532032634,-0.018585750229719977,-0.05857815213744777,-0.014325952594602365,0.027466733384738394
2008-03-07,3.669959306716919,3.6918740939489054,3.573895534673388,3.61472222695977,1230462800.0,AAPL,3.5931079387664795,-0.02116302483229404,0.01085601194895669,-0.029013387706924076,-0.0010435400556609853,0.023463761273616823,-0.038368115902660316,-0.017261243470215515,-0.006249106932361359,-0.004481127024278964,0.02754254844692217
2008-03-10,3.5931079387664795,3.7062839673199406,3.583501281287492,3.661854378915054,999588800.0,AAPL,3.823061943054199,0.06203410823288797,-0.021163024832294042,0.01085601194895669,-0.029013387706924076,-0.0010435400556609853,-0.02666848058138327,0.002341218755607999,0.03437489164122365,-0.003380035874461118,0.02672603747236407
2008-03-11,3.823061943054199,3.826964647912543,3.662454635848433,3.725497127278471,1163943200.0,AAPL,3.783434629440308,-0.01041942811528685,0.06203410823288791,-0.021163024832294042,0.01085601194895669,-0.029013387706924076,0.023463761273616823,-0.00493965644284744,0.031147845224743564,0.004334033517393099,0.029511457785459633
2008-03-12,3.783434629440308,3.8629881500115646,3.757617541824688,3.813755638895596,1059629200.0,AAPL,3.8407740592956543,0.015041695024828987,-0.010419428115286733,0.06203410823288791,-0.021163024832294042,0.01085601194895669,-0.0010435400556609853,0.031475799952851435,-0.03610141152161184,0.002458855905467949,0.02843448147171382
2008-03-13,3.8407740592956543,3.887605313213574,3.692474487337845,3.725496972416229,1262102800.0,AAPL,3.800847291946411,-0.01044991078438847,0.015041695024828883,-0.010419428115286733,0.06203410823288791,-0.021163024832294042,-0.029013387706924076,0.0549827532032634,0.035715006031282304,0.011269872451818541,0.027444180409698832
2008-03-14,3.800847291946411,3.911620848506444,3.7284979583502142,3.8990121112482257,1156640800.0,AAPL,3.804448366165161,0.0009469913201933314,-0.010449910784388505,0.015041695024828883,-0.010419428115286733,0.06203410823288791,0.01085601194895669,-0.038368115902660316,-0.01510534688492271,0.007008687905149502,0.02733390569692376
